,Number,Locus,PPEE,PPDE,PostFC,RealFC,D1,D2,D3,L1,L2,L3,New Locus,Gene,Product,ProteinID,Start,End,Chrom,Relation
432,436,gene-ACX60_RS02210_rpsK,0.188829598992215,0.811170401007785,-2.13658419107674,-2.13676334777185,3049.86302220494,3480.79763104462,3449.38798146896,5232.34937477183,5836.46840156883,10256.2184582068,A1S_3058,rpsK,30S ribosomal protein S11,WP_001040166.1,453347,453733,NZ_CP012004.1,Shared
433,437,gene-ACX60_RS02215_rpsD,0.028278169664098,0.971721830335902,-2.54809738708043,-2.54820312827003,7523.53090275311,7278.03141036602,8229.76219437366,14894.9134707343,15666.7437061277,28126.8824274272,A1S_3057,rpsD,30S ribosomal protein S4,WP_000135204.1,453746,454372,NZ_CP012004.1,Shared
434,438,gene-ACX60_RS02220_rpoA,0.0449851926524143,0.955014807347586,-2.83759829804113,-2.83769058301636,10720.8855051557,9433.51999686317,11170.1241438203,22059.2989130471,22901.9864593333,43928.0925517514,A1S_3056,rpoA,DNA-directed RNA polymerase subunit alpha,WP_000198631.1,454390,455397,NZ_CP012004.1,Shared
435,439,gene-ACX60_RS02225_rplQ,0.0016555235815457,0.998344476418454,-3.28604887263397,-3.28657495288225,2327.73840430677,1967.11600881709,2541.06608001587,5822.32954345339,5709.30709687457,10935.1970295681,A1S_3055,rplQ,50S ribosomal protein L17,WP_001216380.1,455416,455793,NZ_CP012004.1,Shared
436,440,gene-ACX60_RS02230_ACX60_RS02230,0.879411551807571,0.120588448192429,1.5283339188980913,1.528797611376515,1034.63153039607,597.133625689366,1108.47784618045,713.935598061122,731.177501991979,347.293637075614,A1S_3054,(),NAD(P)/FAD-dependent oxidoreductase,WP_000415133.1,455975,457465,NZ_CP012004.1,Shared
437,441,gene-ACX60_RS02235_ACX60_RS02235,1.0,1.31104026078188e-17,-1.0808853295323,-1.08155707946337,56.9521943337289,71.4773417284029,60.9612014398049,71.5127477189771,68.2903302987678,65.0362616246467,A1S_3053,(),acyl-CoA dehydrogenase family protein,WP_001190550.1,457515,458687,NZ_CP012004.1,Shared
438,442,gene-ACX60_RS02240_ACX60_RS02240,0.639945268829063,0.360054731170937,-1.325996381238,-1.3266233131527,286.95144068148,209.964691327183,321.062327582972,299.161661291054,356.758104836666,429.239326722669,A1S_3052,(),succinate dehydrogenase assembly factor 2,WP_001288210.1,458875,459132,NZ_CP012004.1,Shared
439,443,gene-ACX60_RS02245_ACX60_RS02245,0.905431840407889,0.0945681595921112,-1.47211666966812,-1.52887049613886,7.30156337611909,3.72277821502098,2.0320400479935,2.38375825729924,5.88709743954895,11.7065270924364,A1S_3878,(),hypothetical protein,WP_009518132.1,459139,459528,NZ_CP012004.1,Shared
440,444,gene-ACX60_RS02250_ACX60_RS02250,0.0711575172385488,0.928842482761451,-1.63068058247903,-1.6311583262759,728.696024936685,649.997076342664,698.005756485766,1467.20320736768,1014.93559857824,905.304761815083,A1S_3051,(),hypothetical protein,WP_000049106.1,460298,461383,NZ_CP012004.1,Shared
441,445,gene-ACX60_RS02255_rrtA,0.717253207298409,0.282746792701591,-1.65702149645843,-1.65987464063374,149.682049210441,99.7704561625623,112.778222663639,305.121056934302,177.790342674378,118.365996156857,A1S_3050,rrtA,rhombosortase,WP_000651535.1,461462,462028,NZ_CP012004.1,Shared
442,446,gene-ACX60_RS02260_ACX60_RS02260,0.965620095983,0.0343799040170003,-1.2574580822625,-1.25757538210512,1393.13829216352,891.233104676023,1168.42302759626,2176.3712889142,1688.41954566264,477.366160324907,A1S_3049,(),TRAP transporter large permease subunit,WP_001158904.1,462216,464411,NZ_CP012004.1,Shared
443,447,gene-ACX60_RS02265_ACX60_RS02265,0.932128583131866,0.0678714168681338,-1.18009731549051,-1.18092604195035,108.793294304174,135.509127026764,97.5379223036878,115.612275479013,130.693563157987,157.387753131645,A1S_3876,(),hypothetical protein,WP_001130980.1,464560,464991,NZ_CP012004.1,Shared
444,448,gene-ACX60_RS02270_ACX60_RS02270,1.0,8.392173436935819e-18,1.0094283705967941,1.0094848469559965,81.0473534749219,91.5803440895162,92.4578221837041,102.501605063867,85.9516226174146,74.1413382520973,A1S_3048,(),YheV family putative metal-binding protein,WP_000745518.1,465003,465212,NZ_CP012004.1,Shared
445,449,gene-ACX60_RS02275_ACX60_RS02275,0.979443938474256,0.0205560615257442,-1.10381879854052,-1.10383899681363,3232.40210660792,1747.47209413085,3105.97321335806,3252.63814208481,3573.46814580621,2099.3705252436,A1S_3046,(),M3 family metallopeptidase,WP_025467431.1,465253,467307,NZ_CP012004.1,Shared
446,450,gene-ACX60_RS02280_rnr,0.982098770734708,0.0179012292652921,-1.01072212827957,-1.01072452295663,2604.46765626168,1844.26432772139,2594.91514128769,2170.41189327096,2314.80671323065,2633.96859579819,A1S_3045,rnr,ribonuclease R,WP_000165345.1,467441,469858,NZ_CP012004.1,Shared
447,451,gene-ACX60_RS02285_ACX60_RS02285,0.630868846090541,0.369131153909459,2.4881230785758093,2.6597326151073974,1.46031267522382,32.7604482921846,2.0320400479935,3.57563738594886,3.53225846372937,6.50362616246467,,,,,,,,Shared
448,452,gene-ACX60_RS02290_ACX60_RS02290,1.0,1.9359142081026898e-16,-1.75994038508529,-2.93168909064358,0.0,0.990259005195581,0.0,0.0,0.788871056899559,2.1722111382632,,,,,,,,Shared
449,453,gene-ACX60_RS02295_ACX60_RS02295,1.0,1.9359142081026898e-16,-1.75994038508529,-2.93168909064358,0.0,0.990259005195581,0.0,0.0,0.788871056899559,2.1722111382632,,,,,,,,Shared
450,454,gene-ACX60_RS02300_ACX60_RS02300,0.959663318379507,0.040336681620493,1.0166499038527859,1.0166950250307738,227.808777334916,145.932906028823,216.412265111307,206.195089256384,189.564537553476,184.702983013997,A1S_3044,(),HAD-IB family hydrolase,WP_001046660.1,470521,471114,NZ_CP012004.1,Shared
451,455,gene-ACX60_RS02305_ACX60_RS02305,0.0002152394144636,0.999784760585536,3.5506794211012593,3.551254556216795,6994.16755798448,10732.7695939055,7049.14692648944,2668.6173690465,3203.75842660254,1104.3157223865,A1S_3043,(),hypothetical protein,WP_000479323.1,471174,473540,NZ_CP012004.1,Shared
452,456,gene-ACX60_RS02310_ACX60_RS02310,1.0,1.9359142081026898e-16,-1.75994038508529,-2.93168909064358,0.0,0.990259005195581,0.0,0.0,0.788871056899559,2.1722111382632,,,,,,,,Shared
453,457,gene-ACX60_RS02315_ACX60_RS02315,1.0,1.85615752609689e-17,-1.12737528302668,-1.12938869353395,35.7776605429835,34.249559578193,29.4645806959057,28.6050990875908,44.741940540572,39.021756974788,A1S_3042,(),nitroreductase family protein,WP_000007404.1,474329,475021,NZ_CP012004.1,Shared
454,458,gene-ACX60_RS02320_ACX60_RS02320,0.575545928352971,0.424454071647029,-1.68388786333918,-1.68609286457919,174.507364689246,143.69923909981,169.675344007457,194.276297969888,222.53228321495,405.826272537796,A1S_3041,(),YcxB family protein,WP_000139385.1,475246,475743,NZ_CP012004.1,Shared
455,459,gene-ACX60_RS02325_ACX60_RS02325,0.878732640737141,0.121267359262859,-1.21065649771094,-1.2108823187726,554.188660247439,373.766932788107,539.506632742273,564.950706979919,536.903286486864,675.076395663833,A1S_3040,(),fumarylacetoacetate hydrolase family protein,WP_000857681.1,475783,476424,NZ_CP012004.1,Shared
456,460,gene-ACX60_RS02330_ACX60_RS02330,0.855848402058905,0.144151597941095,-1.33016686752953,-1.33434199720703,30.6665661797002,55.0971175823105,38.6087609118764,64.3614729470794,48.2741990043014,53.3297345322103,A1S_3039,(),helix-turn-helix transcriptional regulator,WP_000747869.1,476501,477295,NZ_CP012004.1,Shared
457,461,gene-ACX60_RS02335_ACX60_RS02335,1.0,3.3985853285771997e-17,-1.14410255769491,-1.14526537620237,62.0632886970123,53.6080062963022,79.2495618717464,71.5127477189771,78.8871056899559,72.8406130196043,A1S_3038,(),DMT family transporter,WP_000392678.1,477401,478315,NZ_CP012004.1,Shared
458,462,gene-ACX60_RS02340_ACX60_RS02340,0.803381038669813,0.196618961330187,1.3555258839657724,1.3558635270767947,819.965567138174,609.046515977433,816.880099293386,636.463454698896,644.048459886655,375.909592190458,A1S_3037,(),YihY family inner membrane protein,WP_000893466.1,478336,479583,NZ_CP012004.1,Shared
459,463,gene-ACX60_RS02345_wrbA,,,-1.57250103266908,-1.57400132817093,216.126275933125,169.758686604957,214.380225063314,302.737298677003,327.322617638921,314.77550626329,A1S_3875,wrbA,NAD(P)H:quinone oxidoreductase,WP_001183347.1,479871,480464,NZ_CP012004.1,Shared
460,464,gene-ACX60_RS02350_ACX60_RS02350,0.969575045386454,0.0304249546135461,-1.04958409958775,-1.04964237706625,441.744584255205,452.689830946552,444.000750486579,449.338431500906,389.72585049814,565.815476134427,A1S_3035,(),xanthine phosphoribosyltransferase,WP_000543071.1,480517,481092,NZ_CP012004.1,Shared
461,465,gene-ACX60_RS02355_ACX60_RS02355,0.143606247336108,0.856393752663892,1.5601227753030342,1.5604093950363207,1692.5023905844,1282.86937289623,1821.72390302617,1126.32577657389,1123.25819146594,824.659797400521,A1S_3034,(),DUF3108 domain-containing protein,WP_000201544.1,481165,481878,NZ_CP012004.1,Shared
462,466,gene-ACX60_RS02360_ACX60_RS02360,0.600050130365244,0.399949869634756,1.362758958330724,1.3634329916807428,387.713015271924,313.457925704767,453.14493070255,237.183946601274,279.04841863462,330.384209053205,A1S_3033,(),hypothetical protein,WP_001193955.1,482036,482707,NZ_CP012004.1,Shared
463,467,gene-ACX60_RS02365_ACX60_RS02365,,,-1.60315067127385,-1.60761617989912,68.6346957355194,73.7110086574155,70.1053816557756,131.106704151458,89.483881081144,120.967446621843,A1S_3032,(),energy transducer TonB,WP_000914771.1,482938,483822,NZ_CP012004.1,Shared
464,468,gene-ACX60_RS02370_ybeY,0.968477127027145,0.0315228729728553,-1.07069088735242,-1.07080119714627,357.776605429835,289.632145128632,360.687108518846,363.523134238134,367.354880227854,348.594362308107,A1S_3031,ybeY,rRNA maturation RNase YbeY,WP_000703571.1,483912,484388,NZ_CP012004.1,Shared
465,469,gene-ACX60_RS02375_ACX60_RS02375,0.984149932346863,0.0158500676531366,-1.02160418513392,-1.02160788100496,3183.48163198792,2743.68754447046,3268.53641719754,2957.0521181797,3315.61327795397,3121.74055798304,A1S_3030,(),PhoH family protein,WP_000122983.1,484398,485486,NZ_CP012004.1,Shared
466,470,gene-ACX60_RS02380_miaB,0.884314947596725,0.115685052403275,-1.33903935082962,-1.33920804822964,1122.2502909095,816.032984732599,1223.28810889208,1117.98262267334,1246.88723769647,1869.14215909235,A1S_3028,miaB,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,WP_049594797.1,485524,486975,NZ_CP012004.1,Shared
467,471,gene-ACX60_RS02385_ACX60_RS02385,0.868335634048404,0.131664365951596,1.4009429656259782,1.4010731107159473,2469.38873380348,1684.18486447549,2636.57196227156,1842.64513289231,1760.24213442514,1243.49332226325,A1S_3027,(),lytic transglycosylase domain-containing protein,WP_000792526.1,487264,489207,NZ_CP012004.1,Shared
468,472,gene-ACX60_RS02390_ACX60_RS02390,0.703334967822543,0.296665032177457,1.1805565225498065,1.180876438956593,362.157543455507,327.604482921846,358.655068470852,326.574881249995,292.000033001628,269.250123126038,A1S_3026,(),hypothetical protein,WP_000877281.1,489265,489927,NZ_CP012004.1,Shared
469,473,gene-ACX60_RS02395_ACX60_RS02395,0.991343068800368,0.0086569311996318,-1.03302178792933,-1.03302319800923,14684.9042620507,8407.52232080339,13747.7669447,9769.83321754092,10966.4851103918,17320.4571958759,A1S_3025,(),malate dehydrogenase,WP_000813006.1,490139,491125,NZ_CP012004.1,Shared
470,474,gene-ACX60_RS02400_ACX60_RS02400,0.879092812983514,0.120907187016486,1.7755496671374473,1.776246202059788,1117.13919654622,611.280182906445,1382.80325265957,672.219828558385,859.516226174146,219.822564291306,A1S_3024,(),DUF2789 domain-containing protein,WP_000462894.1,491288,491533,NZ_CP012004.1,Shared
471,475,gene-ACX60_RS02405_ACX60_RS02405,0.919622357064306,0.0803776429356944,-1.32402833145552,-1.32441427003138,524.982406742962,163.802241460923,631.964454925977,549.456278307474,653.467815789933,546.304597647033,,(),hypothetical protein,WP_000334849.1,491582,492109,NZ_CP012004.1,Shared
472,476,gene-ACX60_RS02410_ACX60_RS02410,0.747039462674866,0.252960537325134,-1.40930599048905,-1.41282501739604,61.3331323594003,56.5862288683189,65.0252815357919,66.7452312043786,69.4677497866776,122.268171854336,A1S_3022,(),2OG-Fe(II) oxygenase,WP_000556102.1,492177,492782,NZ_CP012004.1,Shared
473,477,gene-ACX60_RS02415_rlmJ,0.897474394486582,0.102525605513418,-1.29433931448898,-1.2944935158666,1049.96481348592,660.420855344722,1292.37747052386,1188.30349126367,1157.40335661532,1541.35940050413,A1S_3021,rlmJ,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,WP_001109438.1,492900,493757,NZ_CP012004.1,Shared
474,478,gene-ACX60_RS02420_pssA,0.867774700238947,0.132225299761053,-1.3747518151427,-1.3750558250702,722.124617898178,407.271936723295,809.767959125408,687.71425723083,853.629128734597,1125.12732610639,A1S_3017,pssA,CDP-diacylglycerol--serine O-phosphatidyltransferase,WP_000180205.1,493799,494632,NZ_CP012004.1,Shared
475,479,gene-ACX60_RS02425_ACX60_RS02425,0.125382536792996,0.874617463207004,1.6083209147823643,1.609772249924091,377.490826545357,286.653922556616,397.263829382729,281.28347436131,215.467766287491,162.590654061617,A1S_3016,(),hypothetical protein,ACX60_RS02425,494651,495761,NZ_CP012004.1,Shared
476,480,gene-ACX60_RS02430_ACX60_RS02430,0.872935593471197,0.127064406528803,3.0695433103726693,3.0737710177258966,1333.14134590195,70.8593605447094,963.014259344838,123.359489815236,469.790375676006,176.898631619039,,,,,,,,Shared
477,481,gene-ACX60_RS02435_ACX60_RS02435,0.99999999999999,9.6505290025393e-15,1.078954442786474,5.219148643690451,0.0,0.126574459310713,0.0,0.0,0.0,0.0,,,,,,,,Shared
478,482,gene-ACX60_RS02440_ACX60_RS02440,0.99999999999999,9.6505290025393e-15,1.078954442786474,5.219148643690451,0.0,0.126574459310713,0.0,0.0,0.0,0.0,,,,,,,,WT only
479,483,gene-ACX60_RS02445_ACX60_RS02445,3.96503063559983e-06,0.999996034969364,2.629993904982122,2.630587311418439,3680.11206814141,4559.53218329839,3127.48235726607,975.755686251583,1917.8161844921,1427.545942661,,,,,,,,Shared
480,484,gene-ACX60_RS02450_rrf,1.0,1.21306845216849e-16,1.1298371774576104,1.2205710077185248,1.21936108381189,0.990259005195581,0.508010011998374,0.393320112454374,1.17741948790979,0.650362616246467,,,,,,,,Shared
481,485,gene-ACX60_RS02455_ACX60_RS02455,0.946592950272416,0.0534070497275836,1.169699397736538,1.1711842754463504,76.6664154492504,64.7763409413651,69.0893616317789,71.5127477189771,71.8225887624972,36.4203065098022,A1S_3014,(),GFA family protein,WP_000455817.1,501649,501999,NZ_CP012004.1,Shared
482,486,gene-ACX60_RS02460_ACX60_RS02460,0.985036212088072,0.0149637879119276,1.1289009090989912,1.1293300804447393,165.015332300291,184.649799465041,183.899624343411,174.014352782844,168.3709867711,130.072523249293,A1S_3013,(),DUF4256 domain-containing protein,WP_009517740.1,502019,502582,NZ_CP012004.1,Shared
483,487,gene-ACX60_RS02465_ACX60_RS02465,,,-1.70885046241936,-1.71059489534932,255.554718164168,179.437909964011,204.220024823346,392.128233325725,357.935524324576,343.391461378135,A1S_3012,(),acyl-CoA dehydrogenase family protein,WP_001176664.1,502719,503882,NZ_CP012004.1,Shared
484,488,gene-ACX60_RS02470_ACX60_RS02470,4.71447013206117e-07,0.999999528552987,-2.5688728788828,-2.58600094641453,65.7140703850718,27.5485587911553,50.8010011998374,134.682341537407,137.758080085445,100.155842901956,A1S_3011,(),TetR/AcrR family transcriptional regulator,WP_000562197.1,503914,504513,NZ_CP012004.1,Shared
485,489,gene-ACX60_RS02475_ACX60_RS02475,0.019977539592176,0.980022460407824,-2.79386965091133,-2.79815056987594,294.253004057599,144.443794742814,220.476345207294,789.023983166048,739.419438407348,316.076231495783,A1S_3010,(),DUF1446 domain-containing protein,WP_000002859.1,504700,506505,NZ_CP012004.1,Shared
486,490,gene-ACX60_RS02480_ACX60_RS02480,0.262180713216708,0.737819286783292,-2.562050929377,-2.56817195858447,167.205801313127,107.216012592604,127.002502999594,463.640981044702,445.0645664299,122.268171854336,A1S_3009,(),SDR family oxidoreductase,WP_000121939.1,506526,507437,NZ_CP012004.1,Shared
487,491,gene-ACX60_RS02485_ACX60_RS02485,0.128337975382433,0.871662024617567,-2.67454514869808,-2.67866506946854,267.967375903571,171.247797890965,200.155944727359,724.662510218968,750.016213798536,238.032717546207,A1S_3008,(),acetyl-CoA carboxylase carboxyltransferase subunit,WP_000154082.1,507448,509061,NZ_CP012004.1,Shared
488,492,gene-ACX60_RS02490_ACX60_RS02490,0.10824776785501,0.89175223214499,-2.23876914553197,-2.24274551471881,194.221585804768,144.443794742814,151.386983575516,457.681585401454,458.016180796908,183.402257781504,A1S_3007,(),acyl-CoA dehydrogenase family protein,WP_000673011.1,509104,510261,NZ_CP012004.1,Shared
489,493,gene-ACX60_RS02495_ACX60_RS02495,0.157381394925739,0.842618605074261,-2.09271122360546,-2.09913796143656,101.491730928055,93.8140110185288,72.1374217037691,258.637770916967,201.338732432574,101.456568134449,A1S_3006,(),enoyl-CoA hydratase-related protein,WP_000175504.1,510272,511108,NZ_CP012004.1,Shared
490,494,gene-ACX60_RS02500_ACX60_RS02500,0.572788582652668,0.427211417347332,-1.96722650648082,-1.96913820921905,302.28472377133,245.703362191385,247.908885855207,600.707080839408,744.129116358987,222.424014756292,A1S_3005,(),acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,WP_000672551.1,511127,513067,NZ_CP012004.1,Shared
491,495,gene-ACX60_RS02505_ACX60_RS02505,0.96776884243686,0.0322311575631399,-1.06095455311258,-1.06099292654626,945.552457207422,507.786948528862,1045.48460469265,867.688005656922,904.258166714718,879.290257165224,A1S_3004,(),hypothetical protein,WP_000863328.1,513172,513828,NZ_CP012004.1,Shared
492,496,gene-ACX60_RS02510_ACX60_RS02510,0.953697536364489,0.0463024636355106,1.1378674290747208,1.1380088117587202,632.315388371913,440.776940658484,672.605255885847,574.485740009116,513.354896728668,446.148754745077,A1S_3003,(),ClpXP protease specificity-enhancing factor,WP_000003707.1,513846,514274,NZ_CP012004.1,Shared
493,497,gene-ACX60_RS02515_ACX60_RS02515,7.905581966838331e-09,0.999999992094418,-2.48659913818467,-2.49746631566217,81.7775098125338,63.2872296553567,70.1053816557756,148.984891081202,166.01614779528,222.424014756292,A1S_3002,(),glutathione S-transferase N-terminal domain-containing protein,WP_000110146.1,514281,514934,NZ_CP012004.1,Shared
494,498,gene-ACX60_RS02520_rpsI,0.115591316765401,0.884408683234599,-3.04351116761697,-3.04431950344557,1371.96375837278,1218.09303195487,1386.86733275556,2835.48044705744,2881.14548691526,6390.46306723779,A1S_3001,rpsI,30S ribosomal protein S9,WP_000224786.1,515105,515491,NZ_CP012004.1,Shared
495,499,gene-ACX60_RS02525_rplM,0.67459191574893,0.32540808425107,-2.55086551735306,-2.55143247078628,1207.6785824101,1789.91176578209,1305.58573083582,2325.35617999541,2506.72608975994,6147.22744876161,A1S_3000,rplM,50S ribosomal protein L13,WP_000854895.1,515504,515932,NZ_CP012004.1,Shared
496,500,gene-ACX60_RS02530_pdxA,0.941242710705673,0.058757289294327,1.204761419409516,1.2049319206962936,801.711658697876,567.351399969198,907.305881429096,655.53352075729,689.967819915137,543.703147182047,A1S_2999,pdxA,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,WP_085943429.1,516105,517088,NZ_CP012004.1,Shared
497,501,gene-ACX60_RS02535_rsmA,0.939443414884427,0.0605565851155727,-1.1184339695064,-1.11854905142031,533.014126456693,496.618613883799,589.291613918114,528.002453991781,555.741998293421,727.105404963551,A1S_2998,rsmA,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,WP_000284347.1,517112,517924,NZ_CP012004.1,Shared
498,502,gene-ACX60_RS02540_ACX60_RS02540,0.892370137688356,0.107629862311644,-1.17936525828459,-1.17962556015589,378.220982882969,363.343153786048,342.398748086904,388.552595939776,368.532299715764,521.590818229667,A1S_2997,(),symmetrical bis(5'-nucleosyl)-tetraphosphatase,WP_000167246.1,517925,518764,NZ_CP012004.1,Shared
499,503,gene-ACX60_RS02545_ACX60_RS02545,,,-1.64412220162141,-1.64595372450499,146.031267522382,237.513250118339,169.675344007457,300.353540419704,283.758096586259,326.482033355727,A1S_2996,(),DUF2147 domain-containing protein,WP_000514366.1,518807,519250,NZ_CP012004.1,Shared
500,504,gene-ACX60_RS02550_ACX60_RS02550,0.957032562503178,0.0429674374968216,-1.05403323330649,-1.05414615077718,287.681597019092,195.818134110104,269.245306359138,283.667232618609,286.112935562079,223.724739988785,A1S_2995,(),LrgB family protein,WP_000480818.1,519335,520009,NZ_CP012004.1,Shared
501,505,gene-ACX60_RS02555_ACX60_RS02555,0.21850741035283,0.78149258964717,-1.36212326878462,-1.36328685995275,183.269240740589,121.362569809684,184.915644367408,232.416430086676,230.774219630319,204.213861501391,A1S_2994,(),hypothetical protein,WP_000357904.1,520020,520391,NZ_CP012004.1,Shared
502,506,gene-ACX60_RS02560_hflX,,,-1.68179935351375,-1.68288510628584,366.538481481178,260.594475051469,360.687108518846,576.869498266415,489.806506970472,595.732156481764,A1S_2991,hflX,GTPase HflX,WP_000456884.1,520434,521768,NZ_CP012004.1,Shared
503,507,gene-ACX60_RS02565_ACX60_RS02565,0.10720383854404,0.89279616145596,-1.20038133929169,-1.2006456193912,376.760670207745,406.527381080291,409.45606967069,451.722189758205,450.951663869449,529.395169624624,A1S_2990,(),1-acyl-sn-glycerol-3-phosphate acyltransferase,WP_000195147.1,521972,522781,NZ_CP012004.1,Shared
504,508,gene-ACX60_RS02570_ACX60_RS02570,0.66125378734204,0.33874621265796,1.235811689911634,1.2361438688394872,438.093802567145,542.036508107055,400.311889454719,361.139375980834,361.467782788305,394.119745445359,A1S_3874,(),phospholipase D family protein,WP_000079184.1,522782,524407,NZ_CP012004.1,Shared
505,509,gene-ACX60_RS02575_ACX60_RS02575,0.905590334484766,0.0944096655152335,1.5098155092390728,1.5106620464150218,509.649123653112,303.778702345712,617.740174590023,386.168837682476,441.532307966171,119.66672138935,A1S_2988,(),metallophosphoesterase,WP_000267335.1,524514,525524,NZ_CP012004.1,Shared
506,510,gene-ACX60_RS02580_ACX60_RS02580,0.823955147544056,0.176044852455944,1.4892630036368482,1.4900026433192919,407.427236387445,724.452640643083,418.60024988666,300.353540419704,359.112943812486,381.11249312043,A1S_2987,(),OmpA family protein,WP_001097560.1,525572,526051,NZ_CP012004.1,Shared
507,511,gene-ACX60_RS02585_ACX60_RS02585,0.956695198175874,0.0433048018241257,-1.09003087948529,-1.09020623881187,249.713467463273,308.990591846742,248.924905879203,271.748441332113,248.435511948966,360.300889400543,A1S_2986,(),diguanylate cyclase,WP_002014284.1,526066,527289,NZ_CP012004.1,Shared
508,512,gene-ACX60_RS02590_ACX60_RS02590,0.975294909162579,0.024705090837421,1.0753163006039035,1.0756288598464394,134.348766120591,116.895235951659,156.467083695499,126.33918763686,108.322592887701,144.380500806716,A1S_2985,(),YfiR family protein,WP_001985194.1,527295,527798,NZ_CP012004.1,Shared
509,513,gene-ACX60_RS02595_ACX60_RS02595,0.872935593471197,0.127064406528803,3.0695433103726693,3.0737710177258966,1333.14134590195,70.8593605447094,963.014259344838,123.359489815236,469.790375676006,176.898631619039,,,,,,,,Shared
510,514,gene-ACX60_RS02600_ACX60_RS02600,0.99999999999999,9.6505290025393e-15,1.078954442786474,5.219148643690451,0.0,0.126574459310713,0.0,0.0,0.0,0.0,,,,,,,,Shared
511,515,gene-ACX60_RS02605_ACX60_RS02605,0.99999999999999,9.6505290025393e-15,1.078954442786474,5.219148643690451,0.0,0.126574459310713,0.0,0.0,0.0,0.0,,,,,,,,WT only
512,516,gene-ACX60_RS02610_ACX60_RS02610,3.96503063559983e-06,0.999996034969364,2.629993904982122,2.630587311418439,3680.11206814141,4559.53218329839,3127.48235726607,975.755686251583,1917.8161844921,1427.545942661,,,,,,,,Shared
513,517,gene-ACX60_RS02615_rrf,1.0,1.21306845216849e-16,1.1298371774576104,1.2205710077185248,1.21936108381189,0.990259005195581,0.508010011998374,0.393320112454374,1.17741948790979,0.650362616246467,,,,,,,,Shared
514,518,gene-ACX60_RS02620_ACX60_RS02620,,,1.3221069305909268,1.322453442427991,661.521641876389,682.012968991844,590.307633942111,518.467420962584,526.306511095676,417.532799630232,A1S_2952,(),dihydrolipoyl dehydrogenase,WP_049594874.1,533879,535252,NZ_CP012004.1,Shared
515,519,gene-ACX60_RS02625_ACX60_RS02625,0.910877075801469,0.0891229241985312,-1.12926439945051,-1.12946992805774,300.094254758495,372.277821502098,316.998247486985,389.744475068425,379.129075106952,348.594362308107,A1S_3862,(),hypothetical protein,WP_000779308.1,535338,536531,NZ_CP012004.1,Shared
516,520,gene-ACX60_RS02630_ACX60_RS02630,0.968788424039898,0.0312115759601019,1.0373614314491135,1.0373925159774393,695.108833406537,492.151280025774,774.207258285522,555.415673950722,638.161362447106,697.188724616213,A1S_2951,(),TIGR01244 family sulfur transferase,WP_001293924.1,536889,537224,NZ_CP012004.1,Shared
517,521,gene-ACX60_RS02635_ACX60_RS02635,0.451525782263646,0.548474217736354,1.3070094381517452,1.3081223893045713,167.205801313127,222.622137258255,177.803504199431,134.682341537407,148.354855476634,150.88412696918,A1S_2950,(),alpha/beta hydrolase,WP_000543480.1,537417,538313,NZ_CP012004.1,Shared
518,522,gene-ACX60_RS02640_trxC,,,1.7992657450667568,1.8011934160303622,343.903635015209,451.945275303547,378.975468950787,208.578847513683,222.53228321495,221.123289523799,A1S_2948,trxC,thioredoxin TrxC,WP_000587649.1,538314,538751,NZ_CP012004.1,Shared
519,523,gene-ACX60_RS02645_ACX60_RS02645,0.605253488979852,0.394746511020148,1.23382518657406,1.2343188249878707,279.649877305361,303.778702345712,336.302627942924,221.689517928829,230.774219630319,292.66317731091,A1S_2947,(),acyl-CoA thioesterase,WP_001287659.1,538753,539175,NZ_CP012004.1,Shared
520,524,gene-ACX60_RS02650_ACX60_RS02650,1.0,9.009209054541319e-18,-1.01854624262925,-1.0186722960495,81.0473534749219,86.3684545884868,64.0092615117951,81.0477807481741,75.3548472262265,79.344239182069,A1S_2946,(),DUF4442 domain-containing protein,WP_000083577.1,539215,539709,NZ_CP012004.1,Shared
521,525,gene-ACX60_RS02660_ACX60_RS02660,0.649292314000636,0.350707685999364,1.2861537661373688,1.2872592515635717,148.221736535218,195.073578467099,180.851564271421,145.409253695253,146.000016500814,115.764545691871,A1S_3861,(),hypothetical protein,WP_000957703.1,540144,541130,NZ_CP012004.1,Shared
522,526,gene-ACX60_RS02665_ACX60_RS02665,0.926144515884416,0.0738554841155837,1.1566058080665391,1.1572447256834884,103.682199940891,222.622137258255,119.890362831616,135.874220666057,149.532274964543,100.155842901956,A1S_2945,(),hypothetical protein,WP_000134309.1,541132,542271,NZ_CP012004.1,Shared
523,527,gene-ACX60_RS02670_ACX60_RS02670,0.963252176046698,0.0367478239533021,-1.00023636805933,-1.00023695156201,181.078771727753,262.083586337477,194.059824583379,199.043814484486,223.70970270286,214.619663361334,A1S_3860,(),hypothetical protein,WP_176326760.1,542838,543938,NZ_CP012004.1,Shared
