,Number,Locus,PPEE,PPDE,PostFC,RealFC,D1,D2,D3,L1,L2,L3,New Locus,Gene,Product,ProteinID,Start,End,Chrom,Relation
779,785,gene-ACX60_RS03980_ACX60_RS03980,0.981489735251891,0.0185102647481088,1.1274575997734795,1.1274687618595955,5851.83476894502,7647.17385832558,6677.48767211581,6329.52303890154,5282.7302725035,6283.13604026566,A1S_2714,(),succinate dehydrogenase iron-sulfur subunit,WP_000086385.1,824598,825308,NZ_CP012004.1,Shared
780,786,gene-ACX60_RS03985_ACX60_RS03985,0.991424550375408,0.0085754496245919,1.151088418584896,1.1510935936688194,15059.8909394487,16548.2012665549,21059.7688120576,19105.1911687484,11690.5924867339,14958.8420108702,A1S_2715,(),2-oxoglutarate dehydrogenase E1 component,WP_001984866.1,825879,828719,NZ_CP012004.1,Shared
781,787,gene-ACX60_RS03990_odhB,0.992451436767867,0.0075485632321333,-1.0876906438877,-1.08769527623036,6878.86700484749,10901.2467670701,11886.8878230265,12881.1833197913,8830.60141330231,10556.875392504,A1S_2716,odhB,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase,WP_000179879.1,828719,829915,NZ_CP012004.1,Shared
782,788,gene-ACX60_RS03995_lpdA,0.988140490979917,0.0118595090200833,1.2673054828781982,1.2673164688895762,11226.8866896901,18580.2026859411,18518.164507792,15542.6651503625,9986.05128160272,12603.2317042976,A1S_2717,lpdA,dihydrolipoyl dehydrogenase,WP_000082610.1,829978,831411,NZ_CP012004.1,Shared
783,789,gene-ACX60_RS04000_sucC,0.994709818824496,0.0052901811755042,1.0550543257570328,1.0550566293404373,9022.89050461468,14773.5320148105,15720.6224274326,14536.1057726035,11002.7124193668,11916.0844134594,A1S_2718,sucC,ADP-forming succinate--CoA ligase subunit beta,WP_001048573.1,831559,832725,NZ_CP012004.1,Shared
784,790,gene-ACX60_RS04005_sucD,0.994133283322332,0.0058667166776679,-1.03561716852347,-1.03561867365718,8426.16228579836,14369.5922775562,14289.8591652412,14561.0962123271,10879.4195179679,12966.0394396359,A1S_2719,sucD,succinate--CoA ligase subunit alpha,WP_000114637.1,832740,833630,NZ_CP012004.1,Shared
785,791,gene-ACX60_RS04010_trpS,0.930759927467592,0.069240072532408,1.1855986070434585,1.1857186482568873,1219.69448745498,777.122641722857,876.231413988047,894.102399002543,712.808140327599,816.128835002094,A1S_2720,trpS,tryptophan--tRNA ligase,WP_000072941.1,834046,835059,NZ_CP012004.1,Shared
786,792,gene-ACX60_RS04015_ACX60_RS04015,0.985395305795508,0.014604694204492,1.11733304530457,1.117370548574938,1168.71770494303,2146.82692845338,2163.02967712668,1924.26385872286,1405.40432960621,1573.42398319258,A1S_2721,(),DUF808 domain-containing protein,WP_000146246.1,835267,836190,NZ_CP012004.1,Shared
787,793,gene-ACX60_RS04020_ACX60_RS04020,0.804242171938645,0.195757828061355,1.2110211049149284,1.211080310899605,2150.77042686437,2522.06028844094,2091.93585043394,2296.34373905311,1552.27784056218,1737.10231701462,A1S_2722,(),neutral zinc metallopeptidase,WP_001267353.1,836220,837119,NZ_CP012004.1,Shared
788,794,gene-ACX60_RS04025_ACX60_RS04025,0.954421279981326,0.0455787200186738,1.2085917113503981,1.2087077667967336,898.840621056248,1218.99580607979,1286.79826313863,1085.69577021737,776.138920281091,954.915993634613,A1S_2723,(),cation:proton antiporter,WP_000526259.1,837357,838859,NZ_CP012004.1,Shared
789,795,gene-ACX60_RS04030_ACX60_RS04030,0.09439452294369,0.90560547705631,2.053318254290707,2.053339603138623,48753.2952041468,68470.8611478928,41545.4549735712,39626.5072551717,13978.5853454792,23717.5185654398,A1S_2725,(),Ig-like domain-containing protein,ACX60_RS04030,<839643,848669,NZ_CP012004.1,Shared
790,796,gene-ACX60_RS04035_ACX60_RS04035,0.855649769413318,0.144350230586682,-1.24825236309091,-1.24922884406141,59.9726853081734,132.25438097922,206.172097408952,165.214573728731,159.000681585362,173.483948290648,A1S_2695,(),hypothetical protein,WP_000257914.1,848818,850473,NZ_CP012004.1,Shared
791,797,gene-ACX60_RS04040_ACX60_RS04040,0.951173405443317,0.0488265945566834,-1.11701519513322,-1.1172334804267,134.93854194339,303.467416820535,401.680120813993,341.536009556872,274.208802564587,322.830999427815,A1S_2694,(),CapA family protein,WP_000221994.1,850470,852194,NZ_CP012004.1,Shared
792,798,gene-ACX60_RS04045_ACX60_RS04045,0.178207623349554,0.821792376650446,1.4577195201953317,1.4582805005521187,688.936222477642,587.455506210023,588.301415882442,609.48905770515,307.895387646231,361.299179266177,A1S_3829,(),metalloprotease,WP_000722324.1,852191,852907,NZ_CP012004.1,Shared
793,799,gene-ACX60_RS04050_ACX60_RS04050,0.815604858835568,0.184395141164432,1.3721103684869747,1.3765190956120483,83.2121008650905,61.5136655717301,37.3242590136896,34.7089440606577,48.5086825175682,49.0280723430093,A1S_2693,(),MGMT family protein,WP_085943467.1,852989,853318,NZ_CP012004.1,Shared
794,800,gene-ACX60_RS04055_ACX60_RS04055,0.431627075225862,0.568372924774138,1.4007270445523632,1.4010517511475835,868.854278402162,1037.53049264318,803.360241627987,902.432545577101,474.980849651189,556.657190602168,A1S_2692,(),universal stress protein,WP_000966781.1,853374,853811,NZ_CP012004.1,Shared
795,801,gene-ACX60_RS04060_ACX60_RS04060,1.0,1.5993180000975001e-16,-1.20246743132204,-1.20336252354355,120.695029182699,127.128242181576,106.640740039113,131.893987430499,153.610827972299,141.049992740658,A1S_2691,(),CatB-related O-acetyltransferase,WP_009518950.1,853933,854565,NZ_CP012004.1,Shared
796,802,gene-ACX60_RS04065_ACX60_RS04065,0.976632371654812,0.0233676283451879,-1.15595462413664,-1.15721731433036,61.4720024408777,57.4127545336148,74.6485180273793,93.0199700825627,59.2883897436945,71.6564134243983,A1S_2690,(),RidA family protein,WP_001258300.1,854678,855070,NZ_CP012004.1,Shared
797,803,gene-ACX60_RS04070_ACX60_RS04070,0.862882575836976,0.137117424163024,-1.45978290056561,-1.46529309438831,53.2257582110039,34.8577438239804,42.6562960156453,77.7480346958733,57.2671946387958,56.5708527034723,A1S_2689,(),TetR/AcrR family transcriptional regulator,ACX60_RS04070,855210,855843,NZ_CP012004.1,Shared
798,804,gene-ACX60_RS04075_greA,0.188827486477306,0.811172513522694,-1.47509260310448,-1.47557044287705,405.565284396522,580.278911893321,572.305304876574,624.760993091839,934.465870164821,739.946753361418,A1S_2688,greA,transcription elongation factor GreA,WP_001190203.1,855878,856354,NZ_CP012004.1,Shared
799,805,gene-ACX60_RS04080_carB,0.994164864698705,0.0058351353012948,1.0278677542729773,1.0278690604336735,10465.2335862763,12583.6455204569,11319.9145551519,11637.2147646573,10609.2531056131,11190.4689427829,A1S_2687,carB,carbamoyl-phosphate synthase large subunit,WP_001126293.1,856442,859672,NZ_CP012004.1,Shared
800,806,gene-ACX60_RS04085_carA,0.955032782251047,0.0449672177489531,1.3464158578684817,1.3464945980543297,4596.15667030514,2334.44360844716,2353.20566352977,2525.42276985346,2077.1148361342,2292.2509515447,A1S_2686,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,WP_000106446.1,859687,860826,NZ_CP012004.1,Shared
801,807,gene-ACX60_RS04090_ACX60_RS04090,0.955455722364684,0.0445442776353162,-1.12994301632505,-1.13024088464981,237.641765533637,259.382623160795,186.621295068448,192.981728977257,311.937777856029,267.768702796436,A1S_2685,(),hypothetical protein,WP_001282880.1,861139,861726,NZ_CP012004.1,Shared
802,808,gene-ACX60_RS04095_ACX60_RS04095,1.0,3.55530039425435e-16,-1.18296333564215,-1.18346685809778,191.162934419803,184.54099671519,193.730677737722,223.525599750636,207.509364102931,242.877527606908,A1S_2684,(),DOMON-like domain-containing protein,WP_000179362.1,861785,862321,NZ_CP012004.1,Shared
803,809,gene-ACX60_RS04100_yhbY,0.968636941396042,0.0313630586039578,-1.05519636984284,-1.05533240560575,311.857963602502,164.036441524614,159.96111005867,180.48650911542,212.225486014361,278.328595301084,A1S_2683,yhbY,ribosome assembly RNA-binding protein YhbY,WP_000729551.1,862336,862659,NZ_CP012004.1,Shared
804,810,gene-ACX60_RS04105_rlmE,0.989063896457518,0.0109361035424822,1.0153885822867603,1.0153923150791666,1928.87149122413,2612.28033127947,2019.06467807388,1922.87550096044,2282.60300513224,2255.29132777843,A1S_2682,rlmE,23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE,WP_000235573.1,862859,863509,NZ_CP012004.1,Shared
805,811,gene-ACX60_RS04110_ftsH,0.995383969208105,0.0046160307918952,1.0187358492330296,1.018736457469349,12355.1228320501,18171.1368098891,18653.2427785082,18161.1078902985,14869.9323867396,15243.9591084957,A1S_2681,ftsH,ATP-dependent zinc metalloprotease FtsH,WP_001286662.1,863644,865539,NZ_CP012004.1,Shared
806,812,gene-ACX60_RS04115_folP,0.785203056581202,0.214796943418798,1.379654345384978,1.3810854186217543,273.625376718541,154.809391688854,145.742344720121,156.884427154173,131.377681818414,127.472988091824,A1S_2680,folP,dihydropteroate synthase,WP_001176046.1,865671,866522,NZ_CP012004.1,Shared
807,813,gene-ACX60_RS04120_ACX60_RS04120,0.952669694147067,0.047330305852933,-1.27035316419607,-1.27833833292039,26.987708388678,15.3784163929325,10.6640740039113,19.4370086739683,18.1907559440881,30.1711214418519,A1S_2679,(),DUF5713 family protein,WP_000461267.1,866657,866971,NZ_CP012004.1,Shared
808,814,gene-ACX60_RS04125_ACX60_RS04125,1.0,4.24850111539732e-17,-1.33301662593281,-1.35186403352808,7.49658566352167,11.2775053548172,8.88672833659277,11.1068620994105,13.4746340326578,12.8227266127871,A1S_3828,(),hypothetical protein,WP_001112529.1,866972,867337,NZ_CP012004.1,Shared
809,816,gene-ACX60_RS04135_ACX60_RS04135,0.941309626733582,0.0586903732664182,1.156467145441594,1.1576694625267456,119.945370616347,64.5893488503166,51.5430243522381,43.0390906352156,80.1740724943141,80.7077498569538,A1S_2677,(),alkaline phosphatase D family protein,WP_001290918.1,867674,869437,NZ_CP012004.1,Shared
810,818,gene-ACX60_RS04145_ACX60_RS04145,0.863926648875525,0.136073351124475,-2.02683698890404,-2.17579664221946,8.99590279622601,0.0,1.77734566731855,11.1068620994105,10.1059755244934,2.26283410813889,,,,,,,,Shared
811,819,gene-ACX60_RS04150_folD,0.720451852795503,0.279548147204497,1.2809914498123867,1.281210564774359,1058.51789568926,736.113531341704,780.254747952845,773.315273671454,566.608361073262,669.798896009112,A1S_2674,folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,WP_001229846.1,869861,870709,NZ_CP012004.1,Shared
812,820,gene-ACX60_RS04155_ACX60_RS04155,0.740558210609232,0.259441789390768,1.5164182981116052,1.519491207086011,199.409178649676,99.4470926742971,101.308703037158,91.6316123201364,84.2164627041114,87.4962521813705,A1S_2673,(),50S ribosomal protein L11 methyltransferase,WP_001278013.1,870950,871618,NZ_CP012004.1,Shared
813,821,gene-ACX60_RS04160_ACX60_RS04160,0.895019162526009,0.104980837473991,1.280675565578861,1.2808586027968771,864.356327004049,1294.86266028492,918.887710003693,1037.10324853245,668.341848019828,697.707183342825,A1S_2672,(),hypothetical protein,WP_001043187.1,871641,872063,NZ_CP012004.1,Shared
814,822,gene-ACX60_RS04165_ACX60_RS04165,0.0001641099626941,0.999835890037306,2.0228383424128227,2.0230926381806067,4370.50944183313,5046.17103240093,3336.07781755693,2991.9109780287,1378.4550615409,1933.21460638666,A1S_2671,(),MFS transporter,WP_001984607.1,872180,873511,NZ_CP012004.1,Shared
815,823,gene-ACX60_RS04170_glpK,0.120691536695757,0.879308463304243,-1.41117939906605,-1.41189999783664,251.885278294328,238.878067970219,403.457466481312,390.128531241793,481.718166667517,390.716022671982,A1S_2670,glpK,glycerol kinase GlpK,WP_000063783.1,873886,875394,NZ_CP012004.1,Shared
816,824,gene-ACX60_RS04175_glpD,0.659339619458589,0.340660380541411,1.3674115387211336,1.367689750753446,833.62032578361,1195.41556761062,801.582895960668,856.616739417033,598.273751050008,614.736599377732,A1S_2669,glpD,glycerol-3-phosphate dehydrogenase,WP_000868069.1,875549,877066,NZ_CP012004.1,Shared
817,825,gene-ACX60_RS04180_ACX60_RS04180,0.259271509594516,0.740728490405484,-1.3412681654724,-1.34130033375891,5553.47065953685,4034.27123374597,7038.28884258148,7491.57848605236,7222.4038415046,7586.52848655366,A1S_2668,(),phosphoenolpyruvate carboxykinase (GTP),WP_049594808.1,877108,878940,NZ_CP012004.1,Shared
818,826,gene-ACX60_RS04185_ACX60_RS04185,3.59882512623866e-06,0.999996401174874,2.2677152917465078,2.2708959213926283,503.770556588656,582.329367412379,332.36363978857,258.234543811293,165.737998601691,200.637957588315,A1S_2667,(),NAD(+)/NADH kinase,WP_001247645.1,879332,880270,NZ_CP012004.1,Shared
819,827,gene-ACX60_RS04190_ACX60_RS04190,0.999999844602137,1.5539786273525e-07,1.447984315246901,1.4493538887705573,249.636302595272,267.584445237026,225.722899749456,172.156362540862,174.496510722919,165.941167930185,A1S_2666,(),metallophosphoesterase,WP_000924297.1,880251,881009,NZ_CP012004.1,Shared
820,828,gene-ACX60_RS04195_ACX60_RS04195,0.97073831606571,0.0292616839342895,-1.08566127580221,-1.08570849674649,463.288994005639,952.436588602288,1427.2085708568,1035.71489077003,952.656626108909,1098.22882048341,A1S_2665,(),co-chaperone GroES,WP_000065579.1,881195,881485,NZ_CP012004.1,Shared
821,829,gene-ACX60_RS04200_groL,0.988615391250746,0.0113846087492535,-1.17790825835063,-1.17791540869663,5457.51436304378,12643.1087305096,20892.6983193296,17439.1618538369,13915.2545655257,14576.4230465947,A1S_2664,groL,chaperonin GroEL,WP_001274623.1,881544,883178,NZ_CP012004.1,Shared
822,830,gene-ACX60_RS04205_ACX60_RS04205,4.60997806595032e-09,0.999999995390022,-2.67760988630199,-2.70433537776845,28.4870255213823,30.7568327858651,39.1016046810082,68.0295303588891,91.6275114220733,106.353203082528,A1S_2663,(),diacylglycerol kinase,WP_000379025.1,883353,883727,NZ_CP012004.1,Shared
823,831,gene-ACX60_RS04210_ACX60_RS04210,0.967873936973068,0.032126063026932,1.146574951589676,1.1466028414645024,3168.05710140426,3028.52280164818,3247.210534191,3720.79880330251,2040.73332424603,2474.7862362679,A1S_2662,(),MBL fold metallo-hydrolase,WP_000732913.1,883834,884796,NZ_CP012004.1,Shared
824,832,gene-ACX60_RS04215_ACX60_RS04215,0.125685272916516,0.874314727083484,1.6261980789982091,1.6293540383910907,209.154740012255,151.733708410268,145.742344720121,152.719353866894,64.6782433567576,93.5304764697409,A1S_2661,(),glycerophosphodiester phosphodiesterase,WP_000488521.1,884840,885982,NZ_CP012004.1,Shared
825,833,gene-ACX60_RS04220_ACX60_RS04220,1.0,4.95655622025861e-18,1.0512162117704187,1.0512708871259926,488.777385261613,517.740018562062,536.758391530203,502.585509998324,473.633386247923,491.789279502186,A1S_2660,(),multidrug efflux RND transporter permease subunit,WP_005134866.1,886246,889341,NZ_CP012004.1,Shared
826,834,gene-ACX60_RS04225_ACX60_RS04225,0.691512339062459,0.308487660937541,-1.24633337248676,-1.24668522258745,332.848403460362,440.847936597399,323.476911451977,474.818354749798,423.103508625456,469.915216456843,A1S_2659,(),DUF4112 domain-containing protein,WP_001135457.1,889414,889989,NZ_CP012004.1,Shared
827,835,gene-ACX60_RS04230_htpX,0.986462437261505,0.0135375627384953,1.1258183950757639,1.125832639170656,4698.11023532903,4747.82975437804,6138.95193491829,5874.14169282571,3388.87045921344,4579.97623487312,A1S_2658,htpX,protease HtpX,WP_000984535.1,890040,890945,NZ_CP012004.1,Shared
828,836,gene-ACX60_RS04235_ACX60_RS04235,0.97349678188151,0.0265032181184897,-1.05553063996037,-1.05561899102277,479.781482465387,263.483534198911,241.719010755323,354.031229418709,384.027069930748,301.711214418519,A1S_2657,(),lytic transglycosylase domain-containing protein,WP_000798650.1,891203,892066,NZ_CP012004.1,Shared
829,837,gene-ACX60_RS04240_ttcA,0.97228722000622,0.02771277999378,1.0584003922206169,1.058449130051269,907.836523852474,534.143662714523,545.645119866796,671.965157014333,531.574312588352,674.32456422539,A1S_2656,ttcA,tRNA 2-thiocytidine(32) synthetase TtcA,WP_000271251.1,892570,893475,NZ_CP012004.1,Shared
830,838,gene-ACX60_RS04245_ACX60_RS04245,0.985723316201512,0.0142766837984876,1.123659831463031,1.123686543970371,2269.21648034801,2255.50107096344,3627.56250699717,3493.10813026459,1625.71459604017,2136.11539808311,A1S_2655,(),SCP2 sterol-binding domain-containing protein,WP_001110719.1,893682,894065,NZ_CP012004.1,Shared
831,839,gene-ACX60_RS04250_ACX60_RS04250,,,-1.6527735952868,-1.65362477786407,424.306748555327,279.887178351372,497.656786849195,533.129380771703,737.736213288016,716.564134243983,A1S_2654,(),transglycosylase SLT domain-containing protein,WP_001984613.1,894157,895269,NZ_CP012004.1,Shared
832,840,gene-ACX60_RS04255_greB,0.96100176746924,0.03899823253076,1.036859518335766,1.0371032042345518,110.199809253769,57.4127545336148,78.2032093620164,73.5829614085944,71.4155603730865,92.0219203976483,A1S_2653,greB,transcription elongation factor GreB,WP_000841361.1,895642,896136,NZ_CP012004.1,Shared
833,841,gene-ACX60_RS04260_ACX60_RS04260,0.908061050696919,0.0919389493030811,-1.24597930316979,-1.28108965970867,7.12175638034559,2.05045551905767,1.77734566731855,6.24760993091839,7.41104871796181,0.377139018023149,,,,,,,,Shared
834,842,gene-ACX60_RS04265_ACX60_RS04265,0.987197934586769,0.0128020654132309,-1.01715376390796,-1.01725934267476,75.7155152015689,95.3461816361817,83.5352463639721,69.4178881213154,86.2376578090101,103.336090938343,A1S_3827,(),SgcJ/EcaC family oxidoreductase,WP_000398198.1,896395,896925,NZ_CP012004.1,Shared
835,843,gene-ACX60_RS04270_ACX60_RS04270,0.454096681364962,0.545903318635038,-1.38226448781007,-1.38280849026644,246.637668329863,317.820605453939,536.758391530203,547.012958395966,481.718166667517,494.052113610325,A1S_2651,(),non-ribosomal peptide synthetase,WP_001071474.1,897532,901530,NZ_CP012004.1,Shared
836,844,gene-ACX60_RS04275_ACX60_RS04275,0.945137220669225,0.054862779330775,-1.07721374355369,-1.07832769315638,27.7373669550302,39.9838826216246,40.8789503483268,34.7089440606577,55.2459995338971,27.1540092976667,A1S_2650,(),N-acetyltransferase,WP_001027817.1,901600,902106,NZ_CP012004.1,Shared
837,845,gene-ACX60_RS04280_ACX60_RS04280,1.0,3.15048495001872e-17,-1.06315169283594,-1.07241706760305,3.74829283176084,5.12613879764418,1.77734566731855,2.77671552485262,3.36865850816446,5.27994625232408,,(),YjhX family toxin,WP_001054060.1,902140,902397,NZ_CP012004.1,Shared
838,846,gene-ACX60_RS04285_ACX60_RS04285,0.999999999999999,7.54848448584802e-16,-1.78734492927476,-1.8205475693064,17.2421470260998,9.22704983575952,10.6640740039113,20.8253664363946,24.928072960417,21.8740630453426,A1S_3826,(),hypothetical protein,WP_000750922.1,902676,903095,NZ_CP012004.1,Shared
839,847,gene-ACX60_RS04290_ACX60_RS04290,0.773964670695597,0.226035329304403,-1.35381834556778,-1.35626075177105,92.2080036613166,77.9173097241915,56.8750613541937,88.8548967952838,111.165730769427,107.861759154621,A1S_3825,(),hypothetical protein,WP_104159581.1,903233,903973,NZ_CP012004.1,Shared
840,848,gene-ACX60_RS04295_ACX60_RS04295,0.974434232787357,0.0255657672126433,-1.09655290096906,-1.09713714422352,77.2148323342732,103.548003712412,78.2032093620164,76.359676933447,104.428413753098,103.336090938343,,(),HIT domain-containing protein,WP_001059983.1,904151,904591,NZ_CP012004.1,Shared
841,849,gene-ACX60_RS04300_ACX60_RS04300,0.971105060034514,0.0288949399654857,1.0575250627776187,1.0577571988253052,105.701857855656,175.313946879431,129.746233714254,106.903547706826,138.114998834743,143.312826848797,A1S_2649,(),DUF6430 domain-containing protein,WP_005134880.1,904591,905448,NZ_CP012004.1,Shared
842,850,gene-ACX60_RS04305_ACX60_RS04305,0.203229478247467,0.796770521752533,-1.6000991788621,-1.6025176834362,104.202540722951,108.674142510057,175.957221064537,151.330996104468,268.145217249891,203.6550697325,A1S_2648,(),TIR domain-containing protein,WP_000120680.1,905448,905957,NZ_CP012004.1,Shared
843,851,gene-ACX60_RS04310_ACX60_RS04310,0.818559754067542,0.181440245932458,1.6061688948484762,1.6101158633134007,88.4597108295557,183.515768955662,115.527468375706,65.2528148340365,84.8901944057443,90.5133643255557,A1S_3824,(),hypothetical protein,WP_000734498.1,906162,906470,NZ_CP012004.1,Shared
844,852,gene-ACX60_RS04315_ACX60_RS04315,0.823545094108317,0.176454905891683,-1.32955928833621,-1.3329781072316,53.975416777356,34.8577438239804,62.2070983561494,59.6993837843313,70.7418286714536,70.902135388352,A1S_3823,(),hypothetical protein,WP_001058974.1,906646,907251,NZ_CP012004.1,Shared
845,853,gene-ACX60_RS04320_ACX60_RS04320,1.0,4.94475984834921e-17,-1.24899355236492,-1.29978267328864,0.749658566352167,5.12613879764418,1.77734566731855,1.38835776242631,4.04239020979735,4.52566821627778,A1S_1350,(),TetR/AcrR family transcriptional regulator,WP_001133242.1,907980,908558,NZ_CP012004.1,Shared
846,854,gene-ACX60_RS04325_ACX60_RS04325,1.0,2.66793150858422e-17,1.2080806044288528,1.2148326180314128,24.7387326896215,14.3531886334037,19.5508023405041,16.6602931491157,19.5382193473539,12.0684485767408,A1S_2646,(),metal-dependent hydrolase,WP_001090404.1,908638,909501,NZ_CP012004.1,Shared
847,855,gene-ACX60_RS04330_ACX60_RS04330,0.939525100687826,0.0604748993121738,-1.04192013769126,-1.04278310847835,16.4924884597477,20.5045551905767,39.1016046810082,29.1555130109525,34.3603167832775,15.8398387569722,A1S_2645,(),TetR/AcrR family transcriptional regulator,WP_000256447.1,909610,910227,NZ_CP012004.1,Shared
848,856,gene-ACX60_RS04335_ACX60_RS04335,0.937340941046199,0.0626590589538008,1.2985676155546249,1.2986505200772374,2615.55873800271,2271.9047151159,2442.07294689569,2991.9109780287,1022.0509913771,1629.99483589605,A1S_2644,(),nitroreductase family protein,WP_001100693.1,910342,910947,NZ_CP012004.1,Shared
849,857,gene-ACX60_RS04340_ACX60_RS04340,0.958279785275263,0.0417202147247373,1.1299922586668056,1.1304530155060855,119.945370616347,136.355292017335,243.496356422642,208.253664363946,94.3224382286048,139.541436668565,A1S_2643,(),SDR family oxidoreductase,WP_000116129.1,910985,911767,NZ_CP012004.1,Shared
850,858,gene-ACX60_RS04345_ACX60_RS04345,0.852750538922505,0.147249461077495,1.243857991051237,1.2452946784273782,95.9562964930774,125.077786662518,110.19543137375,112.456978756531,66.0257067600234,87.4962521813705,A1S_2642,(),TetR/AcrR family transcriptional regulator,WP_000868731.1,911890,912456,NZ_CP012004.1,Shared
851,859,gene-ACX60_RS04350_ACX60_RS04350,0.944638892158076,0.0553611078419245,-1.11801743224184,-1.11841113458826,152.930347535842,130.203925460162,186.621295068448,170.768004778436,194.708461771906,159.906943641815,A1S_2641,(),glycerate kinase,WP_000869506.1,912453,913610,NZ_CP012004.1,Shared
852,860,gene-ACX60_RS04355_ACX60_RS04355,,,1.7622667610051552,1.7623504253795763,7868.41631243235,10083.1150149661,7212.46871797869,6807.11810917619,3302.63280140443,4168.89470522789,A1S_2640,(),FdhF/YdeP family oxidoreductase,WP_000370438.1,914005,916413,NZ_CP012004.1,Shared
853,861,gene-ACX60_RS04360_fdhD,,,1.7082904127585838,1.7108391838810981,225.647228472002,290.13945594666,229.277591084094,194.370086739683,103.080950349832,138.032880596472,A1S_2639,fdhD,formate dehydrogenase accessory sulfurtransferase FdhD,WP_000187645.1,916492,917283,NZ_CP012004.1,Shared
854,862,gene-ACX60_RS04365_ACX60_RS04365,0.947313820450601,0.0526861795493994,1.1670787513647765,1.168750465740429,50.9767825119474,84.0686762813645,47.988333017601,58.311026021905,48.5086825175682,49.7823503790556,A1S_2638,(),YkvA family protein,WP_000119198.1,917403,917795,NZ_CP012004.1,Shared
855,863,gene-ACX60_RS04370_ACX60_RS04370,0.97532884374084,0.0246711562591599,-1.12347568139261,-1.12380151018554,248.136985462567,180.440085677075,165.293147060626,233.24410408762,229.742510256816,204.409347768547,A1S_2637,(),4-phosphoerythronate dehydrogenase,WP_000706087.1,917900,918967,NZ_CP012004.1,Shared
856,864,gene-ACX60_RS04375_genX,0.978746789146209,0.0212532108537909,-1.06006480150633,-1.06017876533073,308.109670770741,258.357395401267,259.492467428509,349.86615613143,239.174754079677,286.625653697593,A1S_2636,genX,EF-P lysine aminoacylase EpmA,WP_000059542.1,918964,919938,NZ_CP012004.1,Shared
857,865,gene-ACX60_RS04380_ACX60_RS04380,0.990696701487162,0.0093032985128384,-1.0709305297924,-1.07093694750479,3623.84950974638,6852.62234469074,6844.55816484375,7258.33438196474,5439.70975898397,5851.68900364718,A1S_2635,(),Tim44-like domain-containing protein,WP_000451853.1,919997,920977,NZ_CP012004.1,Shared
858,866,gene-ACX60_RS04385_radA,0.140555907546466,0.859444092453534,-1.18477525925431,-1.18497921016221,494.024995226078,465.453402826091,460.332527835506,519.24580314744,611.074653381033,552.13152238589,A1S_2634,radA,DNA repair protein RadA,WP_000048860.1,921060,922448,NZ_CP012004.1,Shared
859,867,gene-ACX60_RS04390_ACX60_RS04390,0.990920660833602,0.0090793391663976,1.092357911500122,1.0923687596098006,3368.21593862029,4815.49478650694,6391.33501967752,5682.54832161088,3467.02333660286,4193.03160238137,A1S_2633,(),amino acid permease,WP_000070815.1,922938,924344,NZ_CP012004.1,Shared
860,868,gene-ACX60_RS04395_ACX60_RS04395,,,1.5623859428081188,1.5665246211132355,135.688200509742,91.2452705980664,106.640740039113,83.3014657455785,64.0045116551247,65.6221891360279,A1S_3821,(),lipoprotein,WP_001255202.1,924485,924709,NZ_CP012004.1,Shared
861,869,gene-ACX60_RS04400_lysA,0.702788969982117,0.297211030017883,1.173585827765781,1.1736993333430985,955.065013532661,851.964268168462,1005.9776477023,907.985976626806,695.964847786777,792.746215884659,A1S_2632,lysA,diaminopimelate decarboxylase,WP_000011145.1,924732,925982,NZ_CP012004.1,Shared
862,870,gene-ACX60_RS04405_dapF,0.983985065048516,0.0160149349514844,1.0009141052590544,1.000914663189332,736.164712157828,824.283118661184,1009.53233903694,969.073718173564,742.452335199447,856.105570912548,A1S_2631,dapF,diaminopimelate epimerase,WP_000923478.1,925988,926833,NZ_CP012004.1,Shared
863,871,gene-ACX60_RS04410_ACX60_RS04410,0.999999999998959,1.0411930217579e-12,1.3121563983327427,1.3132637941040857,205.406447180494,184.54099671519,190.175986403085,162.437858203878,130.703950116781,148.592773101121,A1S_2630,(),LysE family translocator,WP_000207640.1,926920,927543,NZ_CP012004.1,Shared
864,872,gene-ACX60_RS04415_ACX60_RS04415,0.950358942852401,0.0496410571475992,1.2026929994600988,1.2030008748777075,332.848403460362,501.336374409601,407.012157815949,319.322285358051,356.4040701638,356.019233013852,A1S_2629,(),tyrosine recombinase XerC,WP_162489795.1,927706,928593,NZ_CP012004.1,Shared
865,873,gene-ACX60_RS04420_ACX60_RS04420,0.993687332021089,0.0063126679789109,-1.07265212940395,-1.07265526964818,7094.01901339056,12547.7625488734,16616.4046437612,16971.2852878992,9554.86299255767,12366.388400979,A1S_2628,(),electron transfer flavoprotein subunit beta/FixA family protein,WP_000646179.1,929030,929779,NZ_CP012004.1,Shared
866,874,gene-ACX60_RS04425_ACX60_RS04425,0.99178162942553,0.0082183705744701,-1.1850318355668,-1.18503976646512,5530.23124397994,12914.7940867847,18118.2617326453,19389.8045100458,10202.9928895285,13736.1573144391,A1S_2627,(),FAD-binding protein,WP_000025985.1,929797,930729,NZ_CP012004.1,Shared
